id_equipo,nombre,logo,tipo,id_deporte,id_pais
360,Primavera SP,https://media.api-sports.io/football/teams/10039.png,Local,1,3
361,Rio Preto,https://media.api-sports.io/football/teams/10040.png,Local,1,3
362,Velo Clube,https://media.api-sports.io/football/teams/10041.png,Local,1,3
363,Esportivo,https://media.api-sports.io/football/teams/10042.png,Local,1,3
364,Pelotas,https://media.api-sports.io/football/teams/10043.png,Local,1,3
365,Bagé,https://media.api-sports.io/football/teams/10044.png,Local,1,3
366,Brasil Farroupilha,https://media.api-sports.io/football/teams/10045.png,Local,1,3
367,Cruzeiro RS,https://media.api-sports.io/football/teams/10046.png,Local,1,3
368,Glória,https://media.api-sports.io/football/teams/10047.png,Local,1,3
369,Guarani RS,https://media.api-sports.io/football/teams/10048.png,Local,1,3
370,Guarany de Bagé,https://media.api-sports.io/football/teams/10049.png,Local,1,3
371,Igrejinha,https://media.api-sports.io/football/teams/10050.png,Local,1,3
372,Inter Santa Maria,https://media.api-sports.io/football/teams/10051.png,Local,1,3
373,Lajeadense,https://media.api-sports.io/football/teams/10052.png,Local,1,3
374,Passo Fundo,https://media.api-sports.io/football/teams/10053.png,Local,1,3
375,São Gabriel,https://media.api-sports.io/football/teams/10054.png,Local,1,3
376,Tupi RS,https://media.api-sports.io/football/teams/10055.png,Local,1,3
